OBJECTID,FID_NOAA_s,Field1,STATION,STATION_NA,ELEVATION,LATITUDE,LONGITUDE,DATE,Jdate,Year,Month,PRCP,SNWD,SNOW,TAVG,TMAX,TMIN,TOBS,COUNTY_NAM,FID_WI_Cou,DNR_REGION,DNR_CNTY_C,COUNTY_N_1,COUNTY_FIP,Area_km2,Area_mile2
486,390,2623987,GHCND:USC00474530,LAKEWOOD SANITARY DISTRICT WI US,383.40000000000,45.31020000000,-88.51800000000,7/15/2010,196,2010,7,24.6,0,0,NA,25.00000000000,18.90000000000,20.00000000000,Oconto,53,Northeast Region,43,Oconto,83,2632.68808648000,1016.48655309000
487,6,54330,GHCND:USC00470175,AMERY WI US,326.10000000000,45.30000000000,-92.36667000000,1/10/2000,10,2000,1,2.5,76,0,NA,0.60000000000,-4.40000000000,-0.60000000000,Polk,58,Northern Region,49,Polk,95,2477.35268389000,956.51121884300
488,425,2700967,GHCND:US1WIBR0012,HILLSDALE 2.4 E WI US,397.50000000000,45.31470000000,-91.80960000000,5/15/2015,135,2015,5,8.1,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,57,Northern Region,3,Barron,5,2304.01349974000,889.58458567400
489,423,2700623,GHCND:US1WIBR0008,CHETEK 0.8 NW WI US,322.50000000000,45.32450000000,-91.66380000000,7/14/2015,195,2015,7,0.5,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,57,Northern Region,3,Barron,5,2304.01349974000,889.58458567400
490,326,2499379,GHCND:US1WIPK0003,CLAYTON 0.7 SE WI US,385.30000000000,45.31720000000,-92.15900000000,10/25/2009,298,2009,10,10.7,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,58,Northern Region,49,Polk,95,2477.35268389000,956.51121884300
491,80,800390,GHCND:USC00474523,LAKEWOOD 3 NE WI US,392.90000000000,45.33333000000,-88.50000000000,11/29/1987,333,1987,11,9.9,0,0,NA,3.30000000000,0.00000000000,2.20000000000,Oconto,53,Northeast Region,43,Oconto,83,2632.68808648000,1016.48655309000
492,528,2755985,GHCND:US1WIPK0004,DRESSER 6.1 ESE WI US,322.50000000000,45.32440000000,-92.52080000000,9/3/2014,246,2014,9,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,58,Northern Region,49,Polk,95,2477.35268389000,956.51121884300
493,533,2760702,GHCND:US1WIPK0014,OSCEOLA 2.4 ENE WI US,285.60000000000,45.33040000000,-92.64940000000,3/27/2014,86,2014,3,0,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,58,Northern Region,49,Polk,95,2477.35268389000,956.51121884300
494,156,1614674,GHCND:USC00478324,SUMMIT LAKE WI US,524.30000000000,45.36444000000,-89.18500000000,7/1/1997,182,1997,7,16.5,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,54,Northern Region,34,Langlade,67,2298.17841611000,887.33164729000
495,73,734261,GHCND:USC00474080,JUMP RIVER 3 E WI US,385.60000000000,45.36667000000,-90.76667000000,12/29/1997,363,1997,12,0,25,0,NA,-3.90000000000,-10.60000000000,-10.60000000000,Taylor,52,Northern Region,61,Taylor,119,2547.27364887000,983.50785435400
496,41,413118,GHCND:USC00471897,CRIVITZ HIGH FALLS WI US,297.20000000000,45.36667000000,-88.23333000000,8/14/1989,226,1989,8,8.1,0,0,NA,21.70000000000,13.90000000000,15.60000000000,Marinette,59,Northeast Region,38,Marinette,75,3702.10311209000,1429.39000291000
497,285,2441240,GHCND:US1WIFR0001,CRANDON 13.1 S WI US,473.00000000000,45.38000000000,-88.90510000000,4/23/2007,113,2007,4,7.1,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,63,Northern Region,21,Forest,41,2708.83635522000,1045.88756402000
498,422,2699274,GHCND:US1WIBR0006,CAMERON 2.4 SE WI US,320.60000000000,45.38060000000,-91.70480000000,11/24/2011,328,2011,11,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,57,Northern Region,3,Barron,5,2304.01349974000,889.58458567400
499,166,1738906,GHCND:USC00478978,WAUSAUKEE WI US,228.60000000000,45.38056000000,-87.95694000000,1/3/2002,3,2002,1,0,25,0,NA,0.00000000000,0.00000000000,0.00000000000,Marinette,59,Northeast Region,38,Marinette,75,3702.10311209000,1429.39000291000
500,162,1689244,GHCND:USC00478905,WASHINGTON ISLAND WI US,185.90000000000,45.36667000000,-86.93333000000,9/30/1987,273,1987,9,1,0,0,NA,15.60000000000,7.20000000000,7.20000000000,Door,51,Northeast Region,15,Door,29,1264.03079342000,488.04501786800
501,531,2759579,GHCND:US1WIPK0010,ST. CROIX FALLS 7.0 ESE WI US,340.50000000000,45.38110000000,-92.49580000000,4/4/2012,95,2012,4,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,58,Northern Region,49,Polk,95,2477.35268389000,956.51121884300
502,532,2760518,GHCND:US1WIPK0011,ST. CROIX FALLS 6.4 ESE WI US,333.50000000000,45.38170000000,-92.50710000000,5/4/2012,125,2012,5,4.6,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,58,Northern Region,49,Polk,95,2477.35268389000,956.51121884300
503,529,2757915,GHCND:US1WIPK0007,AMERY 6.5 NNW WI US,352.30000000000,45.39370000000,-92.40780000000,2/2/2011,33,2011,2,0,406,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,58,Northern Region,49,Polk,95,2477.35268389000,956.51121884300
504,170,1777907,GHCND:USC00479144,WEYERHAEUSER 1 N WI US,364.20000000000,45.41667000000,-91.38333000000,5/23/1990,143,1990,5,2.8,0,0,NA,25.00000000000,7.80000000000,25.00000000000,Rusk,56,Northern Region,55,Rusk,107,2409.93094472000,930.47953981500
505,131,1340290,GHCND:USC00477132,RICE LAKE WI US,336.20000000000,45.41630000000,-91.77200000000,11/18/2006,322,2006,11,0,0,0,NA,2.80000000000,-2.80000000000,1.10000000000,Barron,57,Northern Region,3,Barron,5,2304.01349974000,889.58458567400
506,622,2820497,GHCND:USC00479145,WEYERHAEUSER 2 WI US,361.20000000000,45.42830000000,-91.42040000000,7/20/2013,201,2013,7,0,0,0,NA,27.20000000000,13.90000000000,20.60000000000,Rusk,56,Northern Region,55,Rusk,107,2409.93094472000,930.47953981500
507,286,2441353,GHCND:US1WIFR0002,CRANDON 12.6 SE WI US,491.00000000000,45.43660000000,-88.71900000000,6/17/2007,168,2007,6,12.2,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,63,Northern Region,21,Forest,41,2708.83635522000,1045.88756402000
508,499,2739938,GHCND:US1WIMR0001,WAUSAUKEE 5.5 NE WI US,213.40000000000,45.42560000000,-87.86310000000,5/1/2010,121,2010,5,2.8,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,59,Northeast Region,38,Marinette,75,3702.10311209000,1429.39000291000
509,610,2805992,GHCND:USC00474396,LADYSMITH WTP WI US,353.60000000000,45.44290000000,-91.08940000000,8/1/2012,214,2012,8,0.3,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,56,Northern Region,55,Rusk,107,2409.93094472000,930.47953981500
510,146,1501436,GHCND:USC00478018,SPIRIT FALLS WI US,448.10000000000,45.44889000000,-89.96750000000,10/16/1998,289,1998,10,0.5,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,55,Northern Region,35,Lincoln,69,2346.73394320000,906.07904111100
511,544,2769363,GHCND:US1WIRS0003,BRUCE 1.9 E WI US,340.20000000000,45.45420000000,-91.23510000000,3/24/2013,83,2013,3,0,330,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,56,Northern Region,55,Rusk,107,2409.93094472000,930.47953981500
512,77,775166,GHCND:USC00474391,LADYSMITH 3 W WI US,353.00000000000,45.46530000000,-91.12360000000,6/28/2009,179,2009,6,12.7,0,0,NA,25.60000000000,13.30000000000,14.40000000000,Rusk,56,Northern Region,55,Rusk,107,2409.93094472000,930.47953981500
513,543,2767944,GHCND:US1WIRS0001,LADYSMITH 2.8 WNW WI US,347.50000000000,45.48180000000,-91.14680000000,7/12/2010,193,2010,7,14.2,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,56,Northern Region,55,Rusk,107,2409.93094472000,930.47953981500
514,124,1272172,GHCND:USC00476859,PRENTICE NUMBER 2 WI US,470.00000000000,45.51667000000,-90.28333000000,7/20/1984,202,1984,7,0,0,0,NA,26.70000000000,10.60000000000,22.20000000000,Price,61,Northern Region,51,Price,99,3307.61332323000,1277.07664389000
515,82,822963,GHCND:USC00474582,LAONA 6 SW WI US,464.80000000000,45.51667000000,-88.75000000000,11/28/1986,332,1986,11,0,76,0,NA,5.60000000000,-0.60000000000,2.80000000000,Forest,63,Northern Region,21,Forest,41,2708.83635522000,1045.88756402000
516,239,2278512,GHCND:USC00477142,RICE RESERVOIR TOMAHAWK 2 WI US,445.00000000000,45.53000000000,-89.73000000000,4/28/2010,118,2010,4,0,0,0,NA,13.90000000000,-1.10000000000,-1.10000000000,Lincoln,55,Northern Region,35,Lincoln,69,2346.73394320000,906.07904111100
517,144,1483330,GHCND:USC00477980,SOUTH PELICAN WI US,488.00000000000,45.53333000000,-89.20000000000,3/7/1987,66,1987,3,0,0,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,60,Northern Region,44,Oneida,85,3200.07805569000,1235.55704497000
518,132,1353148,GHCND:USC00477140,RICE RSVR TOMAHAWK WI US,445.00000000000,45.53970000000,-89.74770000000,3/30/2010,89,2010,3,0,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,55,Northern Region,35,Lincoln,69,2346.73394320000,906.07904111100
519,42,424950,GHCND:USC00471923,CUMBERLAND WI US,378.00000000000,45.53330000000,-92.02210000000,7/31/2010,212,2010,7,0,0,0,NA,25.00000000000,18.30000000000,19.40000000000,Barron,57,Northern Region,3,Barron,5,2304.01349974000,889.58458567400
520,18,187333,GHCND:USC00470773,BIG FALLS HYDRO WI US,371.90000000000,45.55560000000,-90.95920000000,12/1/2013,335,2013,12,NA,NA,NA,NA,0.60000000000,-5.60000000000,0.00000000000,Rusk,56,Northern Region,55,Rusk,107,2409.93094472000,930.47953981500
521,530,2759430,GHCND:US1WIPK0009,LUCK 2.8 SSW WI US,385.90000000000,45.54100000000,-92.49890000000,2/29/2012,60,2012,2,0,226,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,58,Northern Region,49,Polk,95,2477.35268389000,956.51121884300
522,426,2701166,GHCND:US1WIBR0013,CUMBERLAND 3.0 NW WI US,390.10000000000,45.56000000000,-92.07420000000,11/16/2015,320,2015,11,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,57,Northern Region,3,Barron,5,2304.01349974000,889.58458567400
523,473,2724086,GHCND:US1WIFR0003,CRANDON 0.3 N WI US,497.10000000000,45.57400000000,-88.89830000000,4/14/2011,104,2011,4,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,63,Northern Region,21,Forest,41,2708.83635522000,1045.88756402000
524,84,843318,GHCND:USC00474894,LUCK WI US,371.90000000000,45.57330000000,-92.48520000000,9/4/2013,247,2013,9,0,NA,NA,NA,25.00000000000,15.60000000000,25.00000000000,Polk,58,Northern Region,49,Polk,95,2477.35268389000,956.51121884300
525,399,2652921,GHCND:USC00477118,RHINELANDER WJFW TV 12 WI US,490.40000000000,45.62220000000,-89.41000000000,9/30/2009,273,2009,9,0,0,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,60,Northern Region,44,Oneida,85,3200.07805569000,1235.55704497000
526,248,2330479,GHCND:USW00004803,RHINELANDER ONEIDA CO AIRPORT WI US,487.40000000000,45.63083000000,-89.46528000000,9/16/2010,259,2010,9,4.3,NA,NA,NA,13.90000000000,8.30000000000,0.00000000000,Oneida,60,Northern Region,44,Oneida,85,3200.07805569000,1235.55704497000
527,515,2748146,GHCND:US1WION0004,RHINELANDER 0.6 SSW WI US,469.40000000000,45.63140000000,-89.41470000000,7/26/2011,207,2011,7,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,60,Northern Region,44,Oneida,85,3200.07805569000,1235.55704497000
528,129,1319345,GHCND:USC00477113,RHINELANDER WI US,481.90000000000,45.63333000000,-89.41667000000,10/7/1986,280,1986,10,7.1,0,0,NA,20.00000000000,6.70000000000,6.70000000000,Oneida,60,Northern Region,44,Oneida,85,3200.07805569000,1235.55704497000
529,108,1106301,GHCND:USC00476122,NORTH PELICAN WI US,491.00000000000,45.63333000000,-89.25000000000,10/11/1990,284,1990,10,7.1,25,NA,NA,13.90000000000,-5.60000000000,11.10000000000,Oneida,60,Northern Region,44,Oneida,85,3200.07805569000,1235.55704497000
530,61,603937,GHCND:USC00473174,GOODMAN SANITARY DISTRICT WI US,435.90000000000,45.62861000000,-88.35028000000,10/13/2001,286,2001,10,16.5,0,0,NA,11.70000000000,0.60000000000,11.10000000000,Marinette,59,Northeast Region,38,Marinette,75,3702.10311209000,1429.39000291000
531,238,2273598,GHCND:USC00477115,RHINELANDER 4 NE WI US,483.10000000000,45.64556000000,-89.30500000000,4/26/2009,116,2009,4,2.5,0,0,NA,0.00000000000,0.00000000000,0.00000000000,Oneida,60,Northern Region,44,Oneida,85,3200.07805569000,1235.55704497000
532,209,2129743,GHCND:US1WION0001,RHINELANDER 2.7 WNW WI US,504.40000000000,45.65680000000,-89.46300000000,11/17/2010,321,2010,11,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,60,Northern Region,44,Oneida,85,3200.07805569000,1235.55704497000
533,227,2216882,GHCND:USC00473636,ARGONNE 1.5 NW WI US,497.70000000000,45.66500000000,-88.96139000000,4/26/2000,117,2000,4,0,0,0,NA,0.00000000000,0.00000000000,0.00000000000,Forest,63,Northern Region,21,Forest,41,2708.83635522000,1045.88756402000
534,514,2746557,GHCND:US1WION0002,RHINELANDER 6.3 WNW WI US,487.70000000000,45.67580000000,-89.53240000000,5/21/2011,141,2011,5,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,60,Northern Region,44,Oneida,85,3200.07805569000,1235.55704497000
535,328,2501041,GHCND:US1WIPR0001,PHILLIPS 3.6 W WI US,438.90000000000,45.69430000000,-90.47150000000,6/2/2007,153,2007,6,1,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,61,Northern Region,51,Price,99,3307.61332323000,1277.07664389000
536,173,1810247,GHCND:USC00479236,WILLOW RESERVOIR WI US,467.00000000000,45.70800000000,-89.84880000000,6/25/2014,176,2014,6,NA,0,0,NA,25.60000000000,13.90000000000,13.90000000000,Oneida,60,Northern Region,44,Oneida,85,3200.07805569000,1235.55704497000
537,516,2748718,GHCND:US1WION0006,RHINELANDER 5.2 N WI US,504.40000000000,45.71390000000,-89.42150000000,11/28/2013,332,2013,11,1.5,76,20,NA,0.00000000000,0.00000000000,0.00000000000,NA,60,Northern Region,44,Oneida,85,3200.07805569000,1235.55704497000
538,203,2117420,GHCND:USC00478478,THREE LAKES 10 SE WI US,524.30000000000,45.71306000000,-89.00278000000,1/16/1997,16,1997,1,3,483,76,NA,0.00000000000,0.00000000000,0.00000000000,NA,63,Northern Region,21,Forest,41,2708.83635522000,1045.88756402000
539,106,1088548,GHCND:USC00475863,NEWALD 4 N WI US,470.00000000000,45.78333000000,-88.70000000000,9/14/1981,257,1981,9,0,0,0,NA,26.70000000000,6.10000000000,17.20000000000,NA,63,Northern Region,21,Forest,41,2708.83635522000,1045.88756402000
540,15,160340,GHCND:USC00470642,BEAVER BROOK WI US,369.10000000000,45.78333000000,-91.83333000000,6/1/1985,152,1985,6,2.286,NA,NA,NA,20.00000000000,4.40000000000,0.00000000000,NA,65,Northern Region,66,Washburn,129,2208.82642076000,852.83264901200
541,428,2701578,GHCND:US1WIBT0005,GRANTSBURG 1.9 WSW WI US,277.40000000000,45.76660000000,-92.71820000000,9/17/2015,260,2015,9,15.7,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,66,Northern Region,7,Burnett,13,2278.50654940000,879.73629709000
542,2,8984,GHCND:USC00204090,IRON MOUNTAIN KINGSFORD WASTEWATER TREATMENT PLANT MI US,323.10000000000,45.78333000000,-88.08333000000,3/14/1993,73,1993,3,0,152,0,NA,-7.20000000000,-20.00000000000,-15.00000000000,Florence,62,Northern Region,19,Florence,37,1287.73278920000,497.19640959900
543,185,1954712,GHCND:USW00014995,GRANTSBURG WI US,301.80000000000,45.77278000000,-92.68861000000,5/14/2007,134,2007,5,0,0,0,NA,23.90000000000,11.70000000000,19.40000000000,Burnett,66,Northern Region,7,Burnett,13,2278.50654940000,879.73629709000
544,262,2409191,GHCND:US1WIBT0001,GRANTSBURG 0.6 SSW WI US,294.10000000000,45.77280000000,-92.68860000000,3/16/2007,75,2007,3,3.6,NA,58,NA,0.00000000000,0.00000000000,0.00000000000,NA,66,Northern Region,7,Burnett,13,2278.50654940000,879.73629709000
545,246,2319929,GHCND:USC00479012,WEBSTER 9 SE WI US,306.30000000000,45.78830000000,-92.23250000000,12/9/2010,343,2010,12,NA,127,NA,NA,0.00000000000,0.00000000000,0.00000000000,Burnett,66,Northern Region,7,Burnett,13,2278.50654940000,879.73629709000
546,174,1822830,GHCND:USC00479304,WINTER WI US,425.80000000000,45.82306000000,-91.01389000000,5/26/2001,146,2001,5,6.1,0,0,NA,14.40000000000,7.20000000000,7.20000000000,Sawyer,64,Northern Region,58,Sawyer,113,3494.98062729000,1349.41956444000
547,147,1512917,GHCND:USC00478027,SPOONER EXPERIMENTAL FARM WI US,335.30000000000,45.81667000000,-91.88333000000,5/23/1994,143,1994,5,0,0,0,NA,27.20000000000,8.90000000000,25.60000000000,Washburn,65,Northern Region,66,Washburn,129,2208.82642076000,852.83264901200
548,125,1283859,GHCND:USC00476939,RAINBOW RESERVOIR LAKE TOMAHAWK WI US,487.70000000000,45.83333000000,-89.55000000000,3/26/1988,86,1988,3,3,152,10,NA,8.90000000000,-3.30000000000,-2.80000000000,NA,60,Northern Region,44,Oneida,85,3200.07805569000,1235.55704497000
549,25,252371,GHCND:USC00471039,BREAKWATER WI US,348.10000000000,45.83333000000,-88.25000000000,1/1/1981,1,1981,1,2.032,279.4,22.86,NA,0.00000000000,0.00000000000,0.00000000000,NA,62,Northern Region,19,Florence,37,1287.73278920000,497.19640959900
550,575,2783490,GHCND:US1WIWB0005,SPOONER WI US,0.00000000000,45.83620000000,-91.90680000000,6/15/2014,166,2014,6,25.9,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,65,Northern Region,66,Washburn,129,2208.82642076000,852.83264901200
551,576,2783651,GHCND:US1WIWB0009,SPOONER 6.7 ENE WI US,383.10000000000,45.84440000000,-91.75670000000,5/12/2015,132,2015,5,3.6,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,65,Northern Region,66,Washburn,129,2208.82642076000,852.83264901200
552,155,1606352,GHCND:USC00478288,SUGAR CAMP WI US,489.20000000000,45.86472000000,-89.38194000000,1/16/1997,16,1997,1,2,559,58,NA,0.00000000000,0.00000000000,0.00000000000,NA,60,Northern Region,44,Oneida,85,3200.07805569000,1235.55704497000
553,338,2511533,GHCND:US1WIWB0002,STONE LAKE 2.0 NW WI US,404.80000000000,45.85960000000,-91.57710000000,4/4/2008,95,2008,4,0,152,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,65,Northern Region,66,Washburn,129,2208.82642076000,852.83264901200
554,39,398841,GHCND:USC00471847,COUDERAY 7 W WI US,396.20000000000,45.86667000000,-91.45000000000,5/17/1993,137,1993,5,0,0,0,NA,17.80000000000,-3.30000000000,16.10000000000,Sawyer,64,Northern Region,58,Sawyer,113,3494.98062729000,1349.41956444000
555,98,1001854,GHCND:USC00475516,MINOCQUA WI US,481.60000000000,45.88333000000,-89.73333000000,8/17/1992,230,1992,8,0,0,0,NA,23.90000000000,9.40000000000,10.60000000000,Oneida,60,Northern Region,44,Oneida,85,3200.07805569000,1235.55704497000
556,83,835745,GHCND:USC00474829,LONG LAKE DAM WI US,496.80000000000,45.88833000000,-89.13889000000,9/14/1998,257,1998,9,0.5,0,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,60,Northern Region,44,Oneida,85,3200.07805569000,1235.55704497000
557,138,1426039,GHCND:USC00477480,ST GERMAIN WI US,495.30000000000,45.90000000000,-89.45000000000,11/29/1991,333,1991,11,0,330,0,NA,0.00000000000,0.00000000000,0.00000000000,Vilas,67,Northern Region,64,Vilas,125,2634.48440711000,1017.18011636000
558,263,2410252,GHCND:US1WIBT0002,SPOONER 10.6 WNW WI US,299.90000000000,45.88330000000,-92.09600000000,3/21/2007,80,2007,3,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,66,Northern Region,7,Burnett,13,2278.50654940000,879.73629709000
559,284,2440948,GHCND:US1WIFL0002,NIAGARA 10.3 NW WI US,364.80000000000,45.89230000000,-88.14470000000,6/27/2007,178,2007,6,17.8,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,62,Northern Region,19,Florence,37,1287.73278920000,497.19640959900
560,472,2723608,GHCND:US1WIFL0004,FLORENCE 5.6 ESE WI US,370.90000000000,45.89370000000,-88.14150000000,9/5/2014,248,2014,9,71.1,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,62,Northern Region,19,Florence,37,1287.73278920000,497.19640959900
561,572,2782135,GHCND:US1WIVL0012,EAGLE RIVER 0.8 SW WI US,498.00000000000,45.91580000000,-89.26990000000,4/20/2015,110,2015,4,1.8,NA,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,67,Northern Region,64,Vilas,125,2634.48440711000,1017.18011636000
562,49,486460,GHCND:USC00472314,EAGLE RIVER WI US,501.40000000000,45.91667000000,-89.25000000000,7/13/1983,194,1983,7,0,0,0,NA,0.00000000000,0.00000000000,0.00000000000,Vilas,67,Northern Region,64,Vilas,125,2634.48440711000,1017.18011636000
563,566,2779721,GHCND:US1WIVL0002,EAGLE RIVER 0.9 E WI US,505.40000000000,45.92450000000,-89.23970000000,7/23/2012,205,2012,7,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,67,Northern Region,64,Vilas,125,2634.48440711000,1017.18011636000
564,471,2723091,GHCND:US1WIFL0003,FLORENCE 0.7 ESE WI US,393.20000000000,45.91760000000,-88.23900000000,6/11/2014,162,2014,6,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,62,Northern Region,19,Florence,37,1287.73278920000,497.19640959900
565,114,1177999,GHCND:USC00476398,PARK FALLS DNR HQ WI US,464.80000000000,45.93360000000,-90.45060000000,5/3/2008,124,2008,5,22.1,0,0,NA,8.30000000000,2.20000000000,2.20000000000,Price,61,Northern Region,51,Price,99,3307.61332323000,1277.07664389000
566,569,2780424,GHCND:US1WIVL0007,EAGLE RIVER 0.6 NNW WI US,500.20000000000,45.93260000000,-89.26160000000,6/5/2013,156,2013,6,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,67,Northern Region,64,Vilas,125,2634.48440711000,1017.18011636000
567,195,2049979,GHCND:USC00472826,FLORENCE WI US,396.20000000000,45.93360000000,-88.25830000000,7/26/2009,207,2009,7,10.2,0,0,NA,0.00000000000,10.60000000000,13.90000000000,Florence,62,Northern Region,19,Florence,37,1287.73278920000,497.19640959900
568,329,2501238,GHCND:US1WIPR0002,BUTTERNUT 5.9 SW WI US,481.30000000000,45.96500000000,-90.59750000000,3/20/2009,79,2009,3,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,61,Northern Region,51,Price,99,3307.61332323000,1277.07664389000
569,427,2701349,GHCND:US1WIBT0003,WEBB LAKE 2.2 SW WI US,306.30000000000,45.98910000000,-92.16940000000,12/6/2011,340,2011,12,0,51,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,66,Northern Region,7,Burnett,13,2278.50654940000,879.73629709000
570,68,682965,GHCND:USC00473511,HAYWARD RANGER STATION WI US,365.80000000000,46.00750000000,-91.48778000000,12/4/2003,338,2003,12,0,51,0,NA,3.90000000000,-7.80000000000,3.90000000000,Sawyer,64,Northern Region,58,Sawyer,113,3494.98062729000,1349.41956444000
571,30,301141,GHCND:USC00471155,BUCKATABON WI US,502.90000000000,46.01667000000,-89.31667000000,12/19/1996,354,1996,12,5.8,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,67,Northern Region,64,Vilas,125,2634.48440711000,1017.18011636000
572,194,2038575,GHCND:USC00471978,DANBURY WI US,281.90000000000,46.00750000000,-92.37000000000,11/20/2001,324,2001,11,0,0,0,NA,5.60000000000,-7.80000000000,0.00000000000,Burnett,66,Northern Region,7,Burnett,13,2278.50654940000,879.73629709000
573,256,2384596,GHCND:USW00094973,HAYWARD MUNICIPAL AIRPORT WI US,367.00000000000,46.02611000000,-91.44417000000,5/12/2003,132,2003,5,0,NA,NA,12.2,19.40000000000,4.40000000000,0.00000000000,Sawyer,64,Northern Region,58,Sawyer,113,3494.98062729000,1349.41956444000
574,217,2167518,GHCND:USC00471618,CLAM LAKE 10 SW WI US,419.70000000000,46.04639000000,-91.07028000000,1/30/1999,30,1999,1,0,457,NA,NA,-3.30000000000,-18.90000000000,-3.90000000000,Sawyer,64,Northern Region,58,Sawyer,113,3494.98062729000,1349.41956444000
575,115,1190414,GHCND:USC00476518,PHELPS WI US,513.00000000000,46.05000000000,-89.03333000000,5/5/1987,125,1987,5,0,0,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,67,Northern Region,64,Vilas,125,2634.48440711000,1017.18011636000
576,192,2024099,GHCND:USC00471249,BUTTERNUT 3 N WI US,474.60000000000,46.05444000000,-90.52167000000,7/28/2003,209,2003,7,0,0,0,NA,23.90000000000,8.90000000000,14.40000000000,Ashland,69,Northern Region,2,Ashland,3,2730.31178512000,1054.17927387000
577,54,531827,GHCND:USC00472814,FLAMBEAU RESERVOIR WI US,476.10000000000,46.06667000000,-90.23333000000,1/1/1981,1,1981,1,0,330.2,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,68,Northern Region,26,Iron,51,2076.55582422000,801.76268617100
578,99,1014636,GHCND:USC00475525,MINONG 5 WSW WI US,327.70000000000,46.06667000000,-91.86667000000,4/27/2004,118,2004,4,0,0,0,NA,10.60000000000,-4.40000000000,9.40000000000,Washburn,65,Northern Region,66,Washburn,129,2208.82642076000,852.83264901200
579,613,2811199,GHCND:USC00475524,MINONG RANGER STATION WI US,329.20000000000,46.10060000000,-91.81780000000,1/15/2014,15,2014,1,NA,457,NA,NA,0.00000000000,0.00000000000,0.00000000000,NA,65,Northern Region,66,Washburn,129,2208.82642076000,852.83264901200
580,128,1306638,GHCND:USC00477092,REST LAKE WI US,490.70000000000,46.11667000000,-89.86667000000,9/15/1990,258,1990,9,9.1,0,0,NA,15.00000000000,6.10000000000,6.70000000000,Vilas,67,Northern Region,64,Vilas,125,2634.48440711000,1017.18011636000
581,76,762446,GHCND:USC00474383,LAC VIEUX DESERT WI US,515.10000000000,46.11583000000,-89.11639000000,4/7/1998,97,1998,4,5.6,0,13,NA,0.00000000000,0.00000000000,0.00000000000,NA,67,Northern Region,64,Vilas,125,2634.48440711000,1017.18011636000
582,625,2832539,GHCND:USR0000WGLI,GLIDDEN WISCONSIN WI US,472.40000000000,46.14000000000,-90.00000000000,4/14/1997,104,1997,4,NA,NA,NA,7.9,11.10000000000,4.40000000000,0.00000000000,Iron,68,Northern Region,26,Iron,51,2076.55582422000,801.76268617100
583,561,2775779,GHCND:US1WISR0001,HAYWARD 9.2 NNE WI US,408.40000000000,46.13260000000,-91.40500000000,3/19/2010,78,2010,3,0,NA,0,NA,0.00000000000,0.00000000000,0.00000000000,NA,64,Northern Region,58,Sawyer,113,3494.98062729000,1349.41956444000
